source_file,subject,message_date,reported_at,dispatcher,row_in_message,raw_entry,location,issue,label,issue_time
MEDFORD TAGS 05_19_26.msg,MEDFORD TAGS 05/19/26,2026-05-19T00:00:00-04:00,2026-05-19T15:18:23-04:00,SSAWALLI,7,11 HAROLD ST - WALKING PAD NOT OUT,11 HAROLD ST,WALKING PAD NOT OUT,special_item_not_out,
MEDFORD TAGS 05_19_26.msg,MEDFORD TAGS 05/19/26,2026-05-19T00:00:00-04:00,2026-05-19T15:18:23-04:00,SSAWALLI,8,21 KILGORE AVE - MINI FRIDGE NOT OUT,21 KILGORE AVE,MINI FRIDGE NOT OUT,special_item_not_out,
MEDFORD TAGS 05_19_26.msg,MEDFORD TAGS 05/19/26,2026-05-19T00:00:00-04:00,2026-05-19T15:18:23-04:00,SSAWALLI,9,"4 PARKWAY RD - MOWER, CHEST FREEZER AND 2 AC'S NOT OUT",4 PARKWAY RD,"MOWER, CHEST FREEZER AND 2 AC'S NOT OUT",special_item_not_out,
MEDFORD TAGS 05_19_26.msg,MEDFORD TAGS 05/19/26,2026-05-19T00:00:00-04:00,2026-05-19T15:18:23-04:00,SSAWALLI,10,55 SHERIDAN AVE APT 2 - POOL FILTER TANK NOT OUT,55 SHERIDAN AVE APT 2,POOL FILTER TANK NOT OUT,special_item_not_out,
MEDFORD TAGS 05_19_26.msg,MEDFORD TAGS 05/19/26,2026-05-19T00:00:00-04:00,2026-05-19T15:18:23-04:00,SSAWALLI,11,40 STANLEY AVE - 2 - MINI FRIDGE'S NOT OUT,40 STANLEY AVE,2 - MINI FRIDGE'S NOT OUT,special_item_not_out,
MEDFORD TAGS 05_19_26.msg,MEDFORD TAGS 05/19/26,2026-05-19T00:00:00-04:00,2026-05-19T15:21:03-04:00,SSAWALLI,12,418 WINTHROP ST - SATELLITE ANTENNA NOT OUT,418 WINTHROP ST,SATELLITE ANTENNA NOT OUT,special_item_not_out,
MEDFORD TAGS 05_22_26.msg,MEDFORD TAGS 05/22/26,2026-05-22T00:00:00-04:00,2026-05-22T15:41:09-04:00,SSAWALLI,1,516 MAIN ST - RECYC IS CONTAMINATED,516 MAIN ST,RECYC IS CONTAMINATED,other,
MEDFORD TAGS 05_22_26.msg,MEDFORD TAGS 05/22/26,2026-05-22T00:00:00-04:00,2026-05-22T15:41:09-04:00,SSAWALLI,2,38 GEORGE ST - TRASH ON THE GROUND,38 GEORGE ST,TRASH ON THE GROUND,other,
MEDFORD TAGS 05_22_26.msg,MEDFORD TAGS 05/22/26,2026-05-22T00:00:00-04:00,2026-05-22T15:41:09-04:00,SSAWALLI,3,31 FREDERICK ACE - TRASH ON GROUND,31 FREDERICK ACE,TRASH ON GROUND,other,
Medford Tags 01_02_26.msg,Medford Tags 01.02.26,2026-01-02T20:25:55Z,2026-01-02T07:40:12-05:00,SSAWALLI,1,CHARNWOOD RD MANY HOMES RECYC NOT OUT,CHARNWOOD RD MANY HOMES,RECYC NOT OUT,recyc_not_out,
Medford Tags 01_02_26.msg,Medford Tags 01.02.26,2026-01-02T20:25:55Z,2026-01-02T08:36:08-05:00,SSAWALLI,2,114 SOUTH ST RECYC NOT OUT 0832AM,114 SOUTH ST,RECYC NOT OUT,recyc_not_out,0832AM
Medford Tags 01_02_26.msg,Medford Tags 01.02.26,2026-01-02T20:25:55Z,2026-01-02T08:36:08-05:00,SSAWALLI,3,8 CURTIS ST RECYC NOT OUT 0831AM,8 CURTIS ST,RECYC NOT OUT,recyc_not_out,0831AM
Medford Tags 01_02_26.msg,Medford Tags 01.02.26,2026-01-02T20:25:55Z,2026-01-02T08:36:08-05:00,SSAWALLI,3,14 CURTIS ST RECYC NOT OUT 0831AM,14 CURTIS ST,RECYC NOT OUT,recyc_not_out,0831AM
Medford Tags 01_02_26.msg,Medford Tags 01.02.26,2026-01-02T20:25:55Z,2026-01-02T14:22:27-05:00,SSAWALLI,4,114 SUMMER ST BULK ITEM NOT OUT 0830AM,114 SUMMER ST,BULK ITEM NOT OUT,special_item_not_out,0830AM
Medford Tags 01_03_26.msg,Medford Tags 01.03.26,2026-01-03T20:22:57Z,2026-01-03T10:37:48-05:00,SSAWALLI,1,4 ALBION ST MSW AND RECYC NOT OUT,4 ALBION ST,MSW AND RECYC NOT OUT,msw_and_recyc_not_out,
Medford Tags 01_03_26.msg,Medford Tags 01.03.26,2026-01-03T20:22:57Z,2026-01-03T10:37:48-05:00,SSAWALLI,1,6 ALBION ST MSW AND RECYC NOT OUT,6 ALBION ST,MSW AND RECYC NOT OUT,msw_and_recyc_not_out,
Medford Tags 01_03_26.msg,Medford Tags 01.03.26,2026-01-03T20:22:57Z,2026-01-03T10:37:48-05:00,SSAWALLI,1,9 ALBION ST MSW AND RECYC NOT OUT,9 ALBION ST,MSW AND RECYC NOT OUT,msw_and_recyc_not_out,
Medford Tags 01_03_26.msg,Medford Tags 01.03.26,2026-01-03T20:22:57Z,2026-01-03T10:37:48-05:00,SSAWALLI,1,11 ALBION ST MSW AND RECYC NOT OUT,11 ALBION ST,MSW AND RECYC NOT OUT,msw_and_recyc_not_out,
Medford Tags 01_03_26.msg,Medford Tags 01.03.26,2026-01-03T20:22:57Z,2026-01-03T10:37:48-05:00,SSAWALLI,2,"473 BORN COURT APTS, BROADWAY ST, MSW AND RECYC NOT OUT","473 BORN COURT APTS, BROADWAY ST",MSW AND RECYC NOT OUT,msw_and_recyc_not_out,
Medford Tags 01_03_26.msg,Medford Tags 01.03.26,2026-01-03T20:22:57Z,2026-01-03T10:37:48-05:00,SSAWALLI,2,"476 BORN COURT APTS, BROADWAY ST, MSW AND RECYC NOT OUT","476 BORN COURT APTS, BROADWAY ST",MSW AND RECYC NOT OUT,msw_and_recyc_not_out,
Medford Tags 01_03_26.msg,Medford Tags 01.03.26,2026-01-03T20:22:57Z,2026-01-03T10:37:48-05:00,SSAWALLI,3,21 ROYALL ST MSW NOT OUT,21 ROYALL ST,MSW NOT OUT,msw_not_out,
Medford Tags 01_03_26.msg,Medford Tags 01.03.26,2026-01-03T20:22:57Z,2026-01-03T10:37:48-05:00,SSAWALLI,4,11 STRATHMORE RD APT 3 BEDFRAME AND SOFA NOT OUT,11 STRATHMORE RD APT 3,BEDFRAME AND SOFA NOT OUT,special_item_not_out,
Medford Tags 01_05_26.msg,Medford Tags 01.05.26,2026-01-05T20:47:10Z,2026-01-05T08:43:24-05:00,SSAWALLI,1,"60 WASHINGTON ST SOFA IS ON YARD NOT ON CURB, NOT SVCD",60 WASHINGTON ST,"SOFA IS ON YARD NOT ON CURB, NOT SVCD",other,
Medford Tags 01_05_26.msg,Medford Tags 01.05.26,2026-01-05T20:47:10Z,2026-01-05T10:08:13-05:00,SSAWALLI,2,"95 SPRING ST, MSW AND RECYC NOT OUT 1003AM",95 SPRING ST,MSW AND RECYC NOT OUT,msw_and_recyc_not_out,1003AM
Medford Tags 01_06_26.msg,Medford Tags 01.06.26,2026-01-06T20:48:27Z,2026-01-06T08:29:11-05:00,SSAWALLI,1,26 MAMMOLA WAY SOFA NOT OUT,26 MAMMOLA WAY,SOFA NOT OUT,special_item_not_out,
Medford Tags 01_06_26.msg,Medford Tags 01.06.26,2026-01-06T20:48:27Z,2026-01-06T10:04:33-05:00,SSAWALLI,2,122 STURGES ST RECYC AND MSW NOT OUT 0857AM,122 STURGES ST,RECYC AND MSW NOT OUT,msw_and_recyc_not_out,0857AM
Medford Tags 01_06_26.msg,Medford Tags 01.06.26,2026-01-06T20:48:27Z,2026-01-06T10:04:33-05:00,SSAWALLI,3,11 WILSON ST MSW AND RECYC NOT OUT 1000AM,11 WILSON ST,MSW AND RECYC NOT OUT,msw_and_recyc_not_out,1000AM
Medford Tags 01_07_26.msg,Medford Tags 01.07.26,2026-01-07T20:48:02Z,2026-01-07T09:51:05-05:00,SSAWALLI,1,8 EXCHANGE AVE FRIDGE NOT OUT,8 EXCHANGE AVE,FRIDGE NOT OUT,special_item_not_out,
Medford Tags 01_07_26.msg,Medford Tags 01.07.26,2026-01-07T20:48:02Z,2026-01-07T10:10:47-05:00,SSAWALLI,2,"555 WINTHROP ST, PRIVATE WAY, ROAD IS TOO ICEY, UNABLE TO SVC MSW","555 WINTHROP ST, PRIVATE WAY","ROAD IS TOO ICEY, UNABLE TO SVC MSW",other,
Medford Tags 01_07_26.msg,Medford Tags 01.07.26,2026-01-07T20:48:02Z,2026-01-07T11:13:00-05:00,SSAWALLI,3,42 WOBURN ST MSW NOT OUT 1102AM,42 WOBURN ST,MSW NOT OUT,msw_not_out,1102AM
Medford Tags 01_07_26.msg,Medford Tags 01.07.26,2026-01-07T20:48:02Z,2026-01-07T12:28:46-05:00,SSAWALLI,4,400 HIGH ST MSW NOT OUT 1209PM,400 HIGH ST,MSW NOT OUT,msw_not_out,1209PM
Medford Tags 01_08_26.msg,Medford Tags 01.08.26,2026-01-08T20:23:13Z,2026-01-08T07:54:21-05:00,DPHILL16,1,250 BOSTON AVE RECY NOT OUT 7:54AM,250 BOSTON AVE,RECY NOT OUT 7:54AM,other,
Medford Tags 01_12_26.msg,Medford Tags 01.12.26,2026-01-12T20:24:14Z,2026-01-12T08:51:47-05:00,SSAWALLI,1,95 SPRING ST MSW AND RECYC NOT OUT 0818AM,95 SPRING ST,MSW AND RECYC NOT OUT,msw_and_recyc_not_out,0818AM
Medford Tags 01_12_26.msg,Medford Tags 01.12.26,2026-01-12T20:24:14Z,2026-01-12T10:26:24-05:00,SSAWALLI,2,26 FREDERICK AVE MSW NOT OUT 1024AM,26 FREDERICK AVE,MSW NOT OUT,msw_not_out,1024AM
Medford Tags 01_12_26.msg,Medford Tags 01.12.26,2026-01-12T20:24:14Z,2026-01-12T10:26:24-05:00,SSAWALLI,3,10 WINCHESTER ST MSW NOT OUT 1024AM,10 WINCHESTER ST,MSW NOT OUT,msw_not_out,1024AM
Medford Tags 01_14_26.msg,Medford Tags 01.14.26,2026-01-14T20:22:49Z,2026-01-14T07:46:04-05:00,SSAWALLI,1,49 FELLS AVE HOT WATER HEATER NOT OUT,49 FELLS AVE,HOT WATER HEATER NOT OUT,special_item_not_out,
Medford Tags 01_14_26.msg,Medford Tags 01.14.26,2026-01-14T20:22:49Z,2026-01-14T07:46:04-05:00,SSAWALLI,2,44 OAKLAND ST TV NOT OUT,44 OAKLAND ST,TV NOT OUT,special_item_not_out,
Medford Tags 01_14_26.msg,Medford Tags 01.14.26,2026-01-14T20:22:49Z,2026-01-14T07:46:04-05:00,SSAWALLI,3,51 PRESCOTT ST TV NOT OUT,51 PRESCOTT ST,TV NOT OUT,special_item_not_out,
Medford Tags 01_16_26.msg,Medford Tags 01.16.26,2026-01-16T20:41:25Z,2026-01-16T09:44:44-05:00,SSAWALLI,1,10 LEYDEN ST BEDFRAME NOT OUT 0911AM,10 LEYDEN ST,BEDFRAME NOT OUT,special_item_not_out,0911AM
Medford Tags 01_21_26.msg,Medford Tags 01.21.26,2026-01-21T20:36:15Z,2026-01-21T06:38:02-05:00,SSAWALLI,1,803 FELLSWAY 2 TV'S NOT OUT,803 FELLSWAY,2 TV'S NOT OUT,special_item_not_out,
Medford Tags 01_21_26.msg,Medford Tags 01.21.26,2026-01-21T20:36:15Z,2026-01-21T06:38:02-05:00,SSAWALLI,2,97 GRANT AVE FRIDGE NOT OUT,97 GRANT AVE,FRIDGE NOT OUT,special_item_not_out,
Medford Tags 01_21_26.msg,Medford Tags 01.21.26,2026-01-21T20:36:15Z,2026-01-21T08:23:11-05:00,SSAWALLI,3,25 MABELLE AVE UPHOLSTERED CHAIR NOT OUT 0819AM,25 MABELLE AVE,UPHOLSTERED CHAIR NOT OUT,special_item_not_out,0819AM
Medford Tags 01_21_26.msg,Medford Tags 01.21.26,2026-01-21T20:36:15Z,2026-01-21T08:23:11-05:00,SSAWALLI,4,25 MABELLE AVE MSW NOT OUT 0819AM,25 MABELLE AVE,MSW NOT OUT,msw_not_out,0819AM
Medford Tags 01_23_26.msg,Medford Tags 01.23.26,2026-01-23T20:28:19Z,2026-01-23T09:38:26-05:00,SSAWALLI,1,603 HIGH ST KITCHEN TABLE NOT OUT 0934AM,603 HIGH ST,KITCHEN TABLE NOT OUT,special_item_not_out,0934AM
Medford Tags 01_24_26.msg,Medford Tags 01.24.26,2026-01-24T20:35:16Z,2026-01-24T07:49:45-05:00,SSAWALLI,1,"15 BOYNTON RD - INCORRECT OVERFLOW BAGS USED FOR MSW, NOT SVCD",15 BOYNTON RD,"INCORRECT OVERFLOW BAGS USED FOR MSW, NOT SVCD",other,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T09:23:07-05:00,SSAWALLI,1,FELLSWAY - MANY HOMES RECYC NOT OUT,FELLSWAY,MANY HOMES RECYC NOT OUT,recyc_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T09:23:07-05:00,SSAWALLI,2,RIVERSIDE AVE - MANY HOMES RECYC NOT OUT,RIVERSIDE AVE,MANY HOMES RECYC NOT OUT,recyc_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T09:23:07-05:00,SSAWALLI,3,SYDNEY ST MANY HOMES RECYC NOT OUT,SYDNEY ST MANY HOMES,RECYC NOT OUT,recyc_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T09:54:48-05:00,SSAWALLI,4,40 LAMBERT ST MSW CARTS BURIED IN SNOW,40 LAMBERT ST,MSW CARTS BURIED IN SNOW,other,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T09:54:48-05:00,SSAWALLI,4,50 LAMBERT ST MSW CARTS BURIED IN SNOW,50 LAMBERT ST,MSW CARTS BURIED IN SNOW,other,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T09:54:48-05:00,SSAWALLI,5,95 SPRING ST TRASH & RECYLE NOT OUT,95 SPRING ST,TRASH & RECYLE NOT OUT,special_item_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T09:54:48-05:00,SSAWALLI,6,FOSTER CT WHOLE STREET MSW NOT OUT,FOSTER CT,WHOLE STREET MSW NOT OUT,msw_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T09:54:48-05:00,SSAWALLI,7,LIGHT GUARD DR WHOLE STREET MSW NOT OUT,LIGHT GUARD DR,WHOLE STREET MSW NOT OUT,msw_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T09:59:29-05:00,SSAWALLI,8,JAMES RD - WHOLE ST - RECYC NOT OUT,JAMES RD,WHOLE ST - RECYC NOT OUT,recyc_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T09:59:29-05:00,SSAWALLI,9,MCDONALD RD - WHOLE ST RECYC NOT OUT,MCDONALD RD,WHOLE ST RECYC NOT OUT,recyc_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T09:59:29-05:00,SSAWALLI,10,BRADBURY AVE - WHOLE ST RECYC NOT OUT,BRADBURY AVE,WHOLE ST RECYC NOT OUT,recyc_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T09:59:29-05:00,SSAWALLI,11,WELLINGTO RD - WHOLE ST RECYC NOT OUT,WELLINGTO RD,WHOLE ST RECYC NOT OUT,recyc_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T11:02:04-05:00,DPEART1,12,RECYCLE DRIVER REPORTING THAT WOODRUFF AVE WAS SERVICE AND THERE WAS MULTIPLE NOT OUTS.,RECYCLE DRIVER REPORTING THAT WOODRUFF AVE,WAS SERVICE AND THERE WAS MULTIPLE NOT OUTS,other,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T11:02:04-05:00,DPEART1,13,1ST STREET SERVICE BUT MULTIPLE HOMES WERE NOT OUT.,1ST STREET,SERVICE BUT MULTIPLE HOMES WERE NOT OUT,special_item_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T11:02:04-05:00,DPEART1,14,2ND STREET WAS SERVICE MULTIPLE RECYCLE TOTERS WERE NOT OUT,2ND STREET,WAS SERVICE MULTIPLE RECYCLE TOTERS WERE NOT OUT,special_item_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T11:02:04-05:00,DPEART1,15,3RD STREET WAS SERVICED MULTIPLE RECYCLE TOTERS WERE NOT OUT,3RD STREET,WAS SERVICED MULTIPLE RECYCLE TOTERS WERE NOT OUT,special_item_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T11:02:04-05:00,DPEART1,16,HENLEY STREET WAS SERVICED MULTIPLE RECYCLE TOTERS WERE NOT OUT,HENLEY STREET,WAS SERVICED MULTIPLE RECYCLE TOTERS WERE NOT OUT,special_item_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T11:02:04-05:00,DPEART1,17,4TH STREET AND MIDDLESEX AVE WAS SERVICE THERE WERE MULTIPLES RECYCLE TO TERS NOT OUT FOR SERVICE TODAY. WE ARE ON A DAY DELAY THIS WEEK SO WE CANNOT NNOT GO BACK TO CHASE ANY NOT OUTS,4TH STREET AND MIDDLESEX AVE,WAS SERVICE THERE WERE MULTIPLES RECYCLE TO TERS NOT OUT FOR SERVICE TODAY. WE ARE ON A DAY DELAY THIS WEEK SO WE CANNOT NNOT GO BACK TO CHASE ANY NOT OUTS,other,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T13:37:54-05:00,SSAWALLI,18,"6TH , 7TH ST WAS SERVICED MULTIPLE RECYCLE TOTERS WERE NOT OUT. WE ARE ON A DAY DELAY THIS WEEK SO WE CANNOT GO BACK TO CHASE ANY NOT OUTS","6TH , 7TH ST",WAS SERVICED MULTIPLE RECYCLE TOTERS WERE NOT OUT. WE ARE ON A DAY DELAY THIS WEEK SO WE CANNOT GO BACK TO CHASE ANY NOT OUTS,other,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T15:04:00-05:00,SSAWALLI,19,SPRING ST - RECYC COMPLETE - MANY HOMES NOT OUT. WE ARE ON A 1 DAY DELAY . WE CANNOT GO BACK AND CHASE NOT OUTS,SPRING ST,RECYC COMPLETE - MANY HOMES NOT OUT. WE ARE ON A 1 DAY DELAY . WE CANNOT GO BACK AND CHASE NOT OUTS,other,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T15:35:36-05:00,SSAWALLI,20,11 CLEWLEY RD APT C - AC NOT OUT,11 CLEWLEY RD APT C,AC NOT OUT,special_item_not_out,
Medford Tags 01_27_26.msg,Medford Tags 01.27.26,2026-01-27T20:50:04Z,2026-01-27T15:35:36-05:00,SSAWALLI,21,45 ESSEX ST - AC NOT OUT,45 ESSEX ST,AC NOT OUT,special_item_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T09:13:55-05:00,SSAWALLI,1,35 PEMBROKE ST MSW BEHIND CARS AND SNOW,35 PEMBROKE ST,MSW BEHIND CARS AND SNOW,other,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T10:19:04-05:00,SSAWALLI,2,33 EARLY AVE MICROWAVE NOT OUT,33 EARLY AVE,MICROWAVE NOT OUT,special_item_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T10:20:14-05:00,SSAWALLI,3,26 MABELLE AVE MSW NOT OUT,26 MABELLE AVE,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T10:20:14-05:00,SSAWALLI,3,21 MABELLE AVE MSW NOT OUT,21 MABELLE AVE,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T10:20:14-05:00,SSAWALLI,3,32 MABELLE AVE MSW NOT OUT,32 MABELLE AVE,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T10:20:14-05:00,SSAWALLI,4,12 EVERLYN AVE MSW TOTERS BURIED IN SNOW,12 EVERLYN AVE,MSW TOTERS BURIED IN SNOW,other,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T10:20:14-05:00,SSAWALLI,4,27 EVERLYN AVE MSW TOTERS BURIED IN SNOW,27 EVERLYN AVE,MSW TOTERS BURIED IN SNOW,other,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T10:20:14-05:00,SSAWALLI,5,10 MACKLIN RD MSW NOT OUT,10 MACKLIN RD,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T10:20:14-05:00,SSAWALLI,5,20 MACKLIN RD MSW NOT OUT,20 MACKLIN RD,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T10:20:14-05:00,SSAWALLI,6,112 STURGES ST MSW NOT OUT,112 STURGES ST,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T10:20:14-05:00,SSAWALLI,6,122 STURGES ST MSW NOT OUT,122 STURGES ST,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T10:26:07-05:00,SSAWALLI,7,"33 PEMBROKE ST BULK ITEM, DRESSER NOT OUT",33 PEMBROKE ST,"BULK ITEM, DRESSER NOT OUT",special_item_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T11:40:56-05:00,SSAWALLI,8,HILLSBORO ST - SNOW AND ICE - NOT ABLE TO SVC MSW FOR WHOLE ST,HILLSBORO ST,SNOW AND ICE - NOT ABLE TO SVC MSW FOR WHOLE ST,other,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T11:54:24-05:00,SSAWALLI,9,38 STOWERS AVE MSW NOT OUT,38 STOWERS AVE,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T11:54:24-05:00,SSAWALLI,10,41 BELL AVE MSW NOT OUT,41 BELL AVE,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T11:54:24-05:00,SSAWALLI,10,43 BELL AVE MSW NOT OUT,43 BELL AVE,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T11:54:24-05:00,SSAWALLI,11,"185 THRU 321 FULTON ST ALL OF ODD SIDE, MSW NOT OUT",185 THRU 321 FULTON ST,"ALL OF ODD SIDE, MSW NOT OUT",msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T12:53:00-05:00,SSAWALLI,12,597 THRU 697 FELLSWAY W INACESSIBLE DUE TO SNOW. MSW NOT SVCD,597 THRU 697 FELLSWAY W,INACESSIBLE DUE TO SNOW. MSW NOT SVCD,other,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T14:18:39-05:00,SSAWALLI,13,20 HILLSBORO RD MSW NOT OUT,20 HILLSBORO RD,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T14:18:39-05:00,SSAWALLI,13,22 HILLSBORO RD MSW NOT OUT,22 HILLSBORO RD,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T14:18:39-05:00,SSAWALLI,13,24 HILLSBORO RD MSW NOT OUT,24 HILLSBORO RD,MSW NOT OUT,msw_not_out,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T15:05:47-05:00,SSAWALLI,14,17 THRU 23 TAFT ST INACESSIBLE DUE TO SNOW. MSW NOT SVCD,17 THRU 23 TAFT ST,INACESSIBLE DUE TO SNOW. MSW NOT SVCD,other,
Medford Tags 01_28_26.msg,Medford Tags 01.28.26,2026-01-28T00:00:00-05:00,2026-01-28T15:44:14-05:00,SSAWALLI,15,FOREST ST RECYC SVCD - MANY HOMES NOT OUT. WE ARE ON A 1 DAY DELAY. WE CANNOT CHASE NOT OUTS.,FOREST ST,RECYC SVCD - MANY HOMES NOT OUT. WE ARE ON A 1 DAY DELAY. WE CANNOT CHASE NOT OUTS,other,
Medford Tags 01_29_26.msg,Medford Tags 01.29.26,2026-01-29T20:39:29Z,2026-01-29T07:22:09-05:00,SSAWALLI,1,392 FELLSWAY - BULK ITEM BURIED IN SNOW,392 FELLSWAY,BULK ITEM BURIED IN SNOW,other,
Medford Tags 01_29_26.msg,Medford Tags 01.29.26,2026-01-29T20:39:29Z,2026-01-29T07:27:56-05:00,SSAWALLI,2,"WESTER AVE, WOODROW AVE, WALTER ST, BROOKSIDE PKWY, EARLY AVE AND ENGLEHUTT RD - RECYC SCVD - MANY HOMES NOT OUT. WE ARE ON A 1 DAY DELAY AND UNABLE TO CHASE ANY MPU'S.","WESTER AVE, WOODROW AVE, WALTER ST, BROOKSIDE PKWY, EARLY AVE AND ENGLEHUTT RD",RECYC SCVD - MANY HOMES NOT OUT. WE ARE ON A 1 DAY DELAY AND UNABLE TO CHASE ANY MPU'S,other,
Medford Tags 01_29_26.msg,Medford Tags 01.29.26,2026-01-29T20:39:29Z,2026-01-29T10:05:47-05:00,SSAWALLI,3,42 WOBURN ST RECYC AND MSW NOT OUT,42 WOBURN ST,RECYC AND MSW NOT OUT,msw_and_recyc_not_out,
Medford Tags 01_29_26.msg,Medford Tags 01.29.26,2026-01-29T20:39:29Z,2026-01-29T10:05:47-05:00,SSAWALLI,4,2 LAUREL ST RECYC AND MSW NOT OUT,2 LAUREL ST,RECYC AND MSW NOT OUT,msw_and_recyc_not_out,
Medford Tags 01_29_26.msg,Medford Tags 01.29.26,2026-01-29T20:39:29Z,2026-01-29T11:24:52-05:00,SSAWALLI,5,95 4TH ST - MPU - MSW NOT OUT,95 4TH ST,MPU - MSW NOT OUT,msw_not_out,
Medford Tags 02_02_26.msg,Medford Tags 02.02.26,2026-02-02T20:45:37Z,2026-02-02T10:00:39-05:00,SSAWALLI,1,"16 FOSTER CT, MSW BLOCKED BY SNOWBANKS",16 FOSTER CT,MSW BLOCKED BY SNOWBANKS,blocked,
